action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",29.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2012,9705.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",33.0,Dunn County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000066742,1370,55,WI,Wisconsin,59900.0,60,2385.0,1892.0,7.420000076293945,6373.0,,118.29000091552734
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,442.0,5,,,,,White,,,,,1,Male,0,2012,4042.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,4730,6,CA,California,93500.0,375,1222.0,1167.0,27.10000038146973,3483.0,,271.29000854492193
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,873.0,5,,,,,White,,,,,1,Male,0,2012,9515.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,19.0,Orleans County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000001368,393,50,VT,Vermont,63800.0,65,1143.0,561.0,4.920000076293945,2562.0,,68.38999938964844
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2012,13.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,83.0,Marion County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,36100.0,Ocala - FL,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,22-3039688,18475,12,FL,Florida,50500.0,73,2758.0,2121.0,19.25,6027.0,,111.16999816894531
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,1,Hispanic or Latino,91.0,5,,,,,White,,,,,1,Male,2,2012,25.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,309.0,McLennan County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,47380.0,Waco - TX,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2382558,48,TX,Texas,54700.0,171,1239.0,1154.0,13.81999969482422,3437.0,,178.1999969482422
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",193.0,5,,,,,White,,,,,2,Female,0,2012,4506.05,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-0508430,4806,6,CA,California,93500.0,598,1146.0,941.0,23.5,3685.0,,130.17999267578122
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",48.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2012,1050.08,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,439.0,Tarrant County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,23104.0,"Fort Worth, Arlington - TX",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,692105,48,TX,Texas,69200.0,113,1819.0,1339.0,54.0,7381.0,,94.47000122070312
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,140.0,4,,,,,Native Hawaiian or Other Pacific Islander,,,,,2,Female,2,2012,520.03,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,61.0,Snohomish County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,42644.0,"Seattle, Bellevue, Everett - WA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,2306397,53,WA,Washington,88000.0,287,2015.0,1806.0,44.41999816894531,7273.0,,135.91999816894528
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,256.0,5,,,,,White,,,,,1,Male,0,2012,309.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,75.0,San Francisco County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,41884.0,"San Francisco, San Mateo, Redwood City - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",80-0051964,275,6,CA,California,103000.0,626,2373.0,2048.0,49.47999954223633,6581.0,,158.60000610351562
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,115.0,2,,,,,Asian,,,,,1,Male,0,2012,4431.02,2,Not Hispanic or Latino,2,,,,,Asian,,,,,2,Female,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0508430,4728,6,CA,California,93500.0,282,1485.0,1206.0,78.79000091552734,4611.0,,152.8000030517578
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,48.0,5,,,,,White,,,,,2,Female,0,2012,9516.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,19.0,Orleans County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000001368,392,50,VT,Vermont,63800.0,45,2443.0,1407.0,2.4600000381469727,4313.0,,85.55999755859375
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,169.0,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,4303.01,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,3.0,Hartford County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,25540.0,"Hartford, West Hartford, East Hartford - CT",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),13-3222578,237647,9,CT,Connecticut,87700.0,237,1209.0,1176.0,6.46999979019165,3599.0,,137.75
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,239.0,5,,,,,White,,,,,2,Female,0,2012,6024.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,81.0,San Mateo County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,41884.0,"San Francisco, San Mateo, Redwood City - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",80-0051964,271,6,CA,California,103000.0,196,1779.0,1489.0,60.31000137329102,6679.0,,78.69999694824219
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,50.0,5,,,,,White,,,,,1,Male,0,2012,110.15,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,57.0,Hillsborough County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,45300.0,"Tampa, St. Petersburg, Clearwater - FL",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,62-1532940,44217,12,FL,Florida,56400.0,199,1179.0,743.0,39.400001525878906,6140.0,,85.77999877929688
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,59.0,5,,,,,White,,,,,1,Male,0,2012,1032.2,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Maricopa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,38060.0,"Phoenix, Mesa, Glendale - AZ",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2152,4,AZ,Arizona,66400.0,264,859.0,607.0,18.200000762939453,2994.0,,127.83999633789062
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,1,Hispanic or Latino,44.0,5,,,,,White,,,,,1,Male,0,2012,2.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,57.0,Calhoun County,3.0,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,47020.0,Victoria - TX,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,896664,48,TX,Texas,56700.0,79,1698.0,923.0,74.01000213623047,4375.0,,63.06999969482422
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,64.0,5,,,,,White,,,,,1,Male,2,2012,2033.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,9.0,Essex County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,37764.0,Peabody - MA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000852218,450450,25,MA,Massachusetts,87300.0,314,1856.0,1330.0,4.739999771118164,4010.0,,124.7300033569336
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,75.0,5,,,,,White,,,,,1,Male,0,2012,118.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,49.0,Erie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,21500.0,Erie - PA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,22-3887207,36401,42,PA,Pennsylvania,58700.0,183,1022.0,863.0,1.8500000238418581,2700.0,,109.77999877929688
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,45.0,5,,,,,White,,,,,2,Female,2,2012,2017.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,27.0,Cleveland County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,36420.0,Oklahoma City - OK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2503844,40,OK,Oklahoma,61500.0,179,426.0,366.0,17.700000762939453,1701.0,,173.3699951171875
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,207.0,5,,,,,White,,,,,1,Male,0,2012,1142.07,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,439.0,Tarrant County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,3,Refinancing,1,Conventional,23104.0,"Fort Worth, Arlington - TX",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000339858,3609,48,TX,Texas,69200.0,7,1985.0,1671.0,26.6200008392334,5931.0,,116.83999633789062
6,Loan purchased by the institution,3,FDIC,Federal Deposit Insurance Corporation,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,410.01,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,97.0,Osceola County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,36740.0,"Orlando, Kissimmee, Sanford - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000016218,2470,12,FL,Florida,58200.0,172,3941.0,2180.0,54.47999954223633,8873.0,,97.0
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,37.0,3,,,,,Black or African American,,,,,2,Female,0,2012,507.23,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,135.0,Gwinnett County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,12060.0,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7927200007,389,13,GA,Georgia,69300.0,144,2228.0,1776.0,72.77999877929688,7141.0,,111.52999877929688
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,290.0,5,,,,,White,,,,,1,Male,0,2012,6087.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,81.0,San Mateo County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,41884.0,"San Francisco, San Mateo, Redwood City - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",80-0051964,754,6,CA,California,103000.0,830,2141.0,1898.0,34.799999237060554,6974.0,,141.2100067138672
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2012,7.02,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,83.0,Marion County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,36100.0,Ocala - FL,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),22-3039688,17328,12,FL,Florida,50500.0,187,4038.0,3199.0,11.15999984741211,7511.0,,106.97000122070312
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,84.0,5,,,,,White,,,,,1,Male,0,2012,32.45,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,3.0,Clark County,7.0,,,Credit application incomplete,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,29820.0,"Las Vegas, Paradise - NV",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,820521,32,NV,Nevada,64300.0,132,1653.0,1302.0,40.45000076293945,5159.0,,119.83000183105469
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,3,,,,,Black or African American,,,,,1,Male,0,2012,806.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,97.0,Douglas County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,12060.0,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7927200007,295,13,GA,Georgia,69300.0,97,2919.0,2389.0,63.81999969482422,8920.0,,105.94000244140624
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,137.0,5,,,,,White,,,,,1,Male,2,2012,1092.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,109.0,Oklahoma County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,36420.0,Oklahoma City - OK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2503627,40,OK,Oklahoma,61500.0,177,1779.0,1600.0,16.84000015258789,5486.0,,185.5399932861328
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,98.0,5,,,,,White,,,,,1,Male,2,2012,519.22,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,61.0,Snohomish County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,3,VA-guaranteed,42644.0,"Seattle, Bellevue, Everett - WA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2306323,53,WA,Washington,88000.0,373,1429.0,1286.0,30.82999992370605,4687.0,,123.80999755859376
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,48.0,5,,,,,White,,,,,2,Female,0,2012,9517.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,45.0,Garfield County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),85-0253247,98,8,CO,Colorado,61000.0,186,1547.0,1174.0,34.650001525878906,4136.0,,149.1699981689453
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,51.0,5,,,,,White,,,,,2,Female,0,2012,603.02,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,91.0,Lenawee County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000060509,101,26,MI,Michigan,52100.0,68,2323.0,1431.0,4.3400001525878915,4123.0,,113.12000274658205
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,104.0,5,,,,,White,,,,,1,Male,0,2012,9702.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,33.0,Dunn County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000066742,1972,55,WI,Wisconsin,59900.0,185,1945.0,1477.0,3.059999942779541,4737.0,,98.51000213623048
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,50.0,5,,,,,White,,,,,1,Male,0,2012,97.08,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,71.0,San Bernardino County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40140.0,"Riverside, San Bernardino, Ontario - CA",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",33-0975529,11109,6,CA,California,63300.0,130,2134.0,1391.0,28.559999465942386,5221.0,,107.6500015258789
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,68.0,5,,,,,White,,,,,2,Female,2,2012,410.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,123.0,Ramsey County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,33460.0,"Minneapolis, St. Paul, Bloomington - MN, WI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2355325,27,MN,Minnesota,83900.0,182,938.0,970.0,13.529999732971193,3252.0,,89.68000030517578
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",317.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2012,4051.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-0508430,4583,6,CA,California,93500.0,400,1606.0,1463.0,31.95000076293945,4197.0,,228.67999267578125
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",49.0,5,,,,,White,,,,,2,Female,0,2012,9705.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,33.0,Dunn County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000066742,1969,55,WI,Wisconsin,59900.0,165,2385.0,1892.0,7.420000076293945,6373.0,,118.29000091552734
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",261.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",2,2012,513.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",61.0,Snohomish County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,42644.0,"Seattle, Bellevue, Everett - WA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,2306453,53,WA,Washington,88000.0,312,2094.0,1653.0,31.35000038146973,7157.0,,76.19999694824219
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,17.0,5,,,,,White,,,,,1,Male,0,2012,2013.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,121.0,Venango County,,,,,,,,,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,25-1531922,344,42,PA,Pennsylvania,55600.0,6,1747.0,1345.0,3.0699999332427983,3679.0,,99.0199966430664
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,97.0,5,,,,,White,,,,,2,Female,0,2012,4507.5,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0508430,4796,6,CA,California,93500.0,344,494.0,714.0,59.18000030517578,3618.0,,119.05999755859376
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,156.0,5,,,,,White,,,,,1,Male,0,2012,36.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,19.0,Calcasieu Parish,2.0,3.0,,Employment history,Credit history,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,29340.0,Lake Charles - LA,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,28651,22,LA,Louisiana,62400.0,38,1739.0,1341.0,6.489999771118164,4175.0,,80.06999969482422
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",49.0,5,,,,,White,,,,,1,Male,0,2012,7.03,3,"Information not provided by applicant in mail, Internet, or telephone application",5,,,,,White,,,,,2,Female,37.0,Eagle County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,71-0544232,4110,8,CO,Colorado,61000.0,370,1130.0,670.0,14.869999885559082,2832.0,,103.4000015258789
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,97.0,5,,,,,White,,,,,1,Male,2,2012,206.06,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,7.0,Benton County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,22220.0,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,1997910,5,AR,Arkansas,58200.0,261,1422.0,1162.0,10.670000076293944,4019.0,,215.6499938964844
